Page path,Date,Session day,Session hour,Browser,Browser version,Device type,Operating system,City,Country,IP address,Postal code,Region,First page in session,Last page in session,Next page viewed,Page URL,Previous page viewed,Traffic category,Traffic source,Traffic source URL,UTM campaign content,UTM campaign ID,UTM campaign keywords,UTM campaign medium,UTM campaign name,UTM campaign source,UTM Wix campaign,UTM Wix source,Site member,Visitor type,Page views,Site sessions,Unique visitors,Avg. sessions by day,Avg. views by day,Avg. visitors by day,Avg. pages per session,Avg. session duration,Avg. time on page,Bounce rate,Exit rate
/post/introducing-microsoft-copilot-notebooks-a-quick-take,3/9/2026,3,14,Firefox,148.1,Mobile,iOS,Vilnius,Lithuania,78.58.237.166,01025,57,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/m-files-and-microsoft-a-new-era-of-document-management,2/16/2026,3,12,Edge,144.0.0.0,Desktop,Windows,Toronto,Canada,136.226.131.11,M5A,ON,true,true,Unknown,https://synozur.com/post/m-files-and-microsoft-a-new-era-of-document-management,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/solutions/design-strategies,2/22/2026,2,13,Edge,145.0.0.0,Desktop,Windows,Chapel Hill,United States,104.15.26.145,27517,NC,false,false,/partners,https://synozur.com/solutions/design-strategies,/services/technology-transformation,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,"8m, 34s","1m, 13s",0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,3/11/2026,5,16,Chrome,145.0.0.0,Desktop,Mac OS,La Palma,United States,100.43.238.254,90623,CA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/about,2/16/2026,3,8,Chrome,144.0.0.0,Desktop,Windows,Phoenix,United States,4.42.0.10,85018,AZ,false,false,/clients,https://synozur.com/about,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,9s,8s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,4/7/2026,4,11,Edge,147.0.0.0,Desktop,Windows,Joliet,United States,98.212.7.169,60435,IL,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,2/17/2026,4,14,Chrome,139.0.0.0,Desktop,Windows,Los Angeles,United States,82.22.113.141,90060,CA,true,true,Unknown,https://synozur.com/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform?utm_medium=email&_hsenc=p2anqtz--wy5pv447xbcogqjtnezzls9thibjnoe40dezvw2_ba4osn5dligd1oem6ty_oddo7q1xcg33jhfv1l54yyov5n1wgsw&_hsmi=23481503&utm_content=23481503&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,23481503,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/about,2/17/2026,4,19,LinkedIn App,Unknown,Mobile,iOS,Barrie,Canada,99.233.192.26,L4N,ON,false,false,/partners,https://synozur.com/about,/,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"1m, 56s",29s,0%,0%
/solutions/company-os,1/25/2026,2,10,Safari,26.2,Desktop,Mac OS,Bratislava,Slovakia,104.28.130.137,840 02,BL,true,true,Unknown,https://synozur.com/solutions/company-os,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/23/2026,3,5,Chrome,145.0.0.0,Mobile,Android,Seattle,United States,174.227.41.54,98115,WA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/services/experiences,2/5/2026,6,16,Chrome,142.0.0.0,Mobile,Android,Rifle,United States,76.120.11.108,81650,CO,true,true,Unknown,https://synozur.com/services/experiences,Unknown,Referral,syndicatedsearch.goog,https://syndicatedsearch.goog/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/30/2026,7,16,Chrome,144.0.0.0,Mobile,Android,Ottawa,Canada,162.120.203.243,K2P,ON,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,3/30/2026,3,5,Edge,146.0.0.0,Desktop,Windows,Unknown,United States,204.9.32.4,Unknown,Unknown,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/workshops/go-to-market-proxy-pitch-assessment,2/6/2026,7,8,Edge,144.0.3719.103,Mobile,iOS,Unknown,United States,107.77.205.184,Unknown,WA,true,true,Unknown,https://synozur.com/workshops/go-to-market-proxy-pitch-assessment,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/29/2026,6,7,Safari,26.2,Desktop,Mac OS,Vaxjo,Sweden,83.255.71.64,352 33,G,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/gpt-5-2-arrives-in-m365-copilot,2/2/2026,3,6,Chrome,139.0.0.0,Desktop,Windows,Ashburn,United States,45.41.132.38,20149,VA,true,true,Unknown,https://synozur.com/post/gpt-5-2-arrives-in-m365-copilot?utm_medium=email&_hsenc=p2anqtz--h2trwrw29dfcsloeuetnamzlfpypd4wkuocusqgtcqw0ilhvvvdz4cbqtmc4-sjbjr_qrb5sqkcgnuslpqf_wto713bag0cxiwgaogapaj_uqshm&_hsmi=22476756&utm_content=22476756&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,22476756,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,1/8/2026,6,0,Edge,143.0.0.0,Desktop,Windows,Seoul,South Korea,Unknown,04524,11,true,true,Unknown,https://synozur.com/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/14/2026,5,14,Chrome,143.0.0.0,Desktop,Windows,Denver,United States,Unknown,80252,CO,false,false,/team/michelle-boyd,https://synozur.com/,/about,Direct,Direct,https://synozur.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,22s,15s,0%,0%
/careers,1/27/2026,4,2,Chrome,141.0.0.0,Desktop,Linux,Unknown,United States,152.44.110.120,Unknown,Unknown,true,true,Unknown,https://synozur.com/careers,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/partners,3/25/2026,5,9,Chrome,146.0.0.0,Desktop,Windows,Unknown,United States,136.226.100.85,Unknown,TX,false,false,/team,https://synozur.com/partners,/about,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,1m,21s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,1/12/2026,3,10,Chrome,134.0.0.0,Desktop,Mac OS,Unknown,Singapore,Unknown,Unknown,Unknown,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/14/2026,5,16,Chrome,79.0.3945.79,Desktop,Windows,Unknown,United States,Unknown,Unknown,Unknown,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/humanity-as-a-strategy-leadership-lessons-from-ed-deangelis,4/17/2026,7,16,LinkedIn App,Unknown,Mobile,iOS,Elkins Park,United States,73.30.9.33,19027,PA,true,true,Unknown,https://synozur.com/post/humanity-as-a-strategy-leadership-lessons-from-ed-deangelis,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/about,4/5/2026,2,9,Chrome,146.0.0.0,Desktop,Windows,Denver,United States,165.225.10.247,80252,CO,false,true,Unknown,https://synozur.com/about,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,1s,,100%,100%
/post/first-encounters-with-microsofts-copilot-researcher-analyst,1/12/2026,3,10,Edge,143.0.0.0,Desktop,Windows,Atlanta,United States,Unknown,30301,GA,false,true,Unknown,https://synozur.com/post/first-encounters-with-microsofts-copilot-researcher-analyst,/profile/chris/profile,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,10s,,0%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/25/2026,5,9,Edge,146.0.0.0,Desktop,Windows,Unknown,Spain,81.45.74.131,Unknown,CT,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,AI platforms,Claude,https://claude.ai/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/models/knowledge-management-maturity-model,4/6/2026,3,19,Chrome,134.0.0.0,Desktop,Mac OS,Unknown,Singapore,139.177.225.240,Unknown,Unknown,true,true,Unknown,https://synozur.com/models/knowledge-management-maturity-model,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/andrew-connell-good-ai-coding-vibrations,4/21/2026,4,9,Chrome,142.0.0.0,Desktop,Windows,Nanjing,China,36.151.116.85,Unknown,JS,true,true,Unknown,https://synozur.com/post/andrew-connell-good-ai-coding-vibrations,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/23/2026,3,13,Chrome,145.0.0.0,Mobile,Android,Essen,Germany,5.147.48.20,45144,NW,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies/management-makeover-at-a-luxury-brand,1/6/2026,4,17,Edge,143.0.0.0,Desktop,Mac OS,Honolulu,United States,Unknown,96826,HI,true,false,/case-studies/transforming-management-frameworks-at-microsoft,https://synozur.com/case-studies/management-makeover-at-a-luxury-brand,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,3/19/2026,6,11,LinkedIn App,Unknown,Mobile,iOS,Waterford,United States,73.159.212.254,06385,CT,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,2/28/2026,1,3,Chrome,145.0.0.0,Desktop,Windows,Madrid,Spain,109.196.161.98,28085,M,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,3/19/2026,6,7,Edge,146.0.0.0,Desktop,Windows,Bucharest,Romania,79.119.88.139,022434,B,true,true,Unknown,https://synozur.com/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/gpt-5-2-arrives-in-m365-copilot,4/5/2026,2,14,Firefox,149.0,Desktop,Windows,Algiers,Algeria,154.255.69.146,16000,16,true,true,Unknown,https://synozur.com/post/gpt-5-2-arrives-in-m365-copilot,Unknown,Organic search,DuckDuckGo,https://duckduckgo.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,4/12/2026,2,7,Chrome,146.0.0.0,Desktop,Windows,Arlington,United States,63.96.91.120,76017,TX,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/team,1/1/2026,6,21,Safari,26.1,Mobile,iOS,Seattle,United States,Unknown,98160,WA,false,false,/team/chris-mcnulty,https://synozur.com/team,/team/michelle-boyd,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"8m, 46s",58s,0%,0%
/post/announcing-orion-precision-mapping-for-transformation-at-techcon-365-dallas,2/2/2026,3,6,Chrome,139.0.0.0,Desktop,Windows,Houston,United States,198.232.7.114,77002,TX,true,true,Unknown,https://synozur.com/post/announcing-orion-precision-mapping-for-transformation-at-techcon-365-dallas?utm_medium=email&_hsenc=p2anqtz-9yzqourufvqmev7ad__zhbuxmucwsr2eo_saydxpspxvnxxmzwxqabcbmfgtzo5cax1x4hu4fmxn4ifngzmxqhz-lhvq&_hsmi=22476756&utm_content=22476756&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,22476756,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/29/2026,6,0,Edge,144.0.0.0,Desktop,Windows,London,United Kingdom,147.161.166.254,EC1N,ENG,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2/21/2026,1,13,Edge,144.0.0.0,Desktop,Windows,Zurich,Switzerland,191.101.94.84,8091,ZH,true,true,Unknown,https://synozur.com/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/17/2026,4,12,Chrome,145.0.0.0,Desktop,Windows,Portsmouth,United States,74.143.212.20,45662,OH,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/items/leading-ai-playbooks-and-strategic-analysis,1/20/2026,4,20,Edge,144.0.0.0,Desktop,Windows,Wesley Chapel,United States,47.197.11.32,33543,FL,true,true,Unknown,https://synozur.com/items/leading-ai-playbooks-and-strategic-analysis,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/applications,1/30/2026,7,22,Chrome,142.0.0.0,Desktop,Mac OS,Unknown,France,203.55.81.2,Unknown,Unknown,false,false,/,https://synozur.com/applications,/blank-10/experiences-old,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 2s",5s,0%,0%
/profile/chris/profile,1/30/2026,7,22,Chrome,142.0.0.0,Desktop,Mac OS,Unknown,Sweden,45.84.107.17,Unknown,Unknown,false,false,/blank-10/experiences-old,https://synozur.com/profile/chris/profile,/join,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 2s",15s,0%,0%
/partners,2/23/2026,3,15,Chrome,145.0.0.0,Desktop,Windows,Ottawa,Canada,174.116.16.252,K1H,ON,true,true,Unknown,https://synozur.com/partners,Unknown,Direct,Direct,https://synozur.com/team,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,2/17/2026,4,12,Chrome,144.0.0.0,Mobile,Android,Antwerp,Belgium,87.64.17.103,2018,VAN,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,2/16/2026,3,15,Chrome,117.0.5938.132,Desktop,Windows,Unknown,United States,205.169.39.57,Unknown,Unknown,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/careers,2/11/2026,5,8,Edge,144.0.0.0,Desktop,Windows,Bozeman,United States,174.45.8.191,59715,MT,true,false,/case-studies,https://synozur.com/careers,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,14s,14s,0%,0%
/solutions/design-strategies,3/29/2026,2,18,Chrome,142.0.0.0,Desktop,Mac OS,Brandenburg,Germany,185.220.101.13,14621,BB,false,false,/polaris,https://synozur.com/solutions/design-strategies,/partners,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"3m, 4s",4s,0%,0%
/post/ai-in-2026-the-market-is-big-the-gap-is-bigger,2/28/2026,1,1,Safari,18.6,Desktop,Mac OS,Yangcheon-gu,South Korea,182.217.10.185,079,11,true,true,Unknown,https://synozur.com/post/ai-in-2026-the-market-is-big-the-gap-is-bigger?utm_source=copilot.com,Unknown,Referral,copilot.microsoft.com,https://copilot.microsoft.com/,_,_,_,_,_,copilot.com,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,2/4/2026,5,8,Chrome,144.0.7559.95,Tablet,iOS,Brooklyn,United States,98.116.146.6,11238,NY,true,true,Unknown,https://synozur.com/?utm_source=google&utm_medium=wix-smart-campaign&utm_campaign=guided-transformations-for-leaders-2026-2-1-4b82ffda&gad_source=5&gad_campaignid=23525288557&gclid=eaiaiqobchmikp6nquxckgmvx2hhar1ygbu3eaayasaaegl7opd_bwe,Unknown,Google Ads with Wix,syndicatedsearch.goog,https://syndicatedsearch.goog/,_,_,_,wix-smart-campaign,guided-transformations-for-leaders-2026-2-1-4b82ffda,google,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,2/14/2026,1,10,Safari,26.2,Mobile,iOS,Bensalem,United States,146.75.245.141,19020,PA,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,4/14/2026,4,1,Chrome,141.0.0.0,Desktop,Linux,San Antonio,United States,136.50.188.72,78288,TX,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,2/16/2026,3,5,Edge,144.0.0.0,Desktop,Windows,Seville,United States,75.227.150.61,44273,OH,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/about,1/9/2026,7,15,Chrome,143.0.0.0,Desktop,Windows,Pfafftown,United States,Unknown,27040,NC,true,false,/team,https://synozur.com/about,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,7s,7s,0%,0%
/event-details/ai-im-global-summit,2/17/2026,4,13,Chrome,139.0.0.0,Desktop,Windows,Los Angeles,United States,82.21.100.72,90060,CA,true,true,Unknown,https://synozur.com/event-details/ai-im-global-summit?utm_medium=email&_hsenc=p2anqtz--mtkbkod6ynlxkwupinsh0emrgutwn86rklc2qpyjhfwwhmerh3ftrjyksg2agimtlxpq-hux2ld76g_3ez8s5q4_2xg&_hsmi=23481503&utm_content=23481503&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,23481503,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,4/20/2026,3,15,Chrome,147.0.0.0,Desktop,Mac OS,Asbury Park,United States,108.53.164.23,07712,NJ,true,true,Unknown,https://synozur.com/,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/5/2026,3,4,Chrome,141.0.0.0,Desktop,Mac OS,Nashua,United States,Unknown,03061,NH,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/privacy,4/10/2026,7,9,Edge,146.0.3856.102,Mobile,iOS,Bothell,United States,50.47.248.147,98011,WA,true,false,/terms,https://synozur.com/privacy,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,21s,21s,0%,0%
/about,2/26/2026,6,11,Chrome,133.0.0.0,Desktop,Windows,Malden,United States,172.56.194.186,02148,MA,false,false,/clients,https://synozur.com/about,/solutions/fractional-leadership,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"4m, 50s",39s,0%,0%
/solutions/company-os,1/5/2026,3,9,Chrome,142.0.0.0,Desktop,Windows,Ashburn,United States,Unknown,20149,VA,true,true,Unknown,https://synozur.com/solutions/company-os,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/solutions/company-os,12/30/2025,4,13,Safari,26.2,Mobile,iOS,Renton,United States,146.75.136.237,98057,WA,true,false,/event-details/strategy-now-with-ai-building-your-company-operating-system-for-2026-success,https://synozur.com/solutions/company-os,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 45s",54s,0%,0%
/services-overview/default,2/5/2026,6,6,Firefox,147.0,Desktop,Windows,Carmel Valley,United States,107.3.161.248,93924,CA,false,false,/partners,https://synozur.com/services-overview/default,/solutions/strategic-roadmaps,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,"1m, 55s",18s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,3/28/2026,1,10,Safari,26.4,Desktop,Mac OS,Almere Stad,Netherlands,31.20.62.33,1363,FL,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/service-page/fractional-cxo,2/25/2026,5,11,Edge,145.0.0.0,Desktop,Windows,Bothell,United States,50.47.248.147,98021,WA,true,false,/solutions/fractional-leadership,https://synozur.com/service-page/fractional-cxo,Unknown,Direct,Direct,https://synozur.com/services-overview/default,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,25s,25s,0%,0%
/insights/tags/old-spice,2/3/2026,4,10,Chrome,139.0.0.0,Desktop,Windows,Harbin,China,111.42.112.25,Unknown,HL,true,true,Unknown,https://synozur.com/insights/tags/old-spice,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/clients,4/26/2026,2,14,Chrome,147.0.0.0,Desktop,Windows,Colorado Springs,United States,46.110.111.220,80920,CO,false,false,/team,https://synozur.com/clients,/,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"1m, 36s",22s,0%,0%
/post/11-copilot-tips-to-supercharge-your-productivity,1/6/2026,4,18,Edge,142.0.0.0,Desktop,Windows,Osaka,Japan,Unknown,543-0062,Osaka,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/15/2026,2,15,Edge,146.0.0.0,Desktop,Windows,Amman,Jordan,188.123.181.138,Unknown,AM,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Referral,word-edit.officeapps.live.com,https://word-edit.officeapps.live.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies,2/12/2026,6,2,Edge,144.0.0.0,Desktop,Windows,Bozeman,United States,174.45.8.191,59715,MT,true,true,Unknown,https://synozur.com/case-studies,Unknown,Direct,Direct,https://synozur.com/case-studies,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/19/2026,6,5,Chrome,146.0.0.0,Desktop,Windows,Aalst,Belgium,78.22.7.228,9300,VOV,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/items/2026-ai-report,3/16/2026,3,9,Edge,146.0.0.0,Desktop,Windows,Richmond,United States,71.176.233.125,23235,VA,true,true,Unknown,https://synozur.com/items/2026-ai-report,Unknown,Direct,Direct,https://synozur.com/items/2026-ai-report,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/announcing-orion-precision-mapping-for-transformation-at-techcon-365-dallas,2/17/2026,4,14,Chrome,139.0.0.0,Desktop,Windows,Los Angeles,United States,82.22.98.182,90060,CA,true,true,Unknown,https://synozur.com/post/announcing-orion-precision-mapping-for-transformation-at-techcon-365-dallas?utm_medium=email&_hsenc=p2anqtz-8ejummq4byrmvsogqj1sunipxzbwfio4njxm1wkmokgmdwrnplfcc4yx8zcc-_i3m5cwlwv-qkfqxpzyykt1raf_pd9q&_hsmi=23481503&utm_content=23481503&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,23481503,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/welcoming-michelle-boyd-as-executive-director-first-nations-ai-digital-futures-initiative,2/17/2026,4,18,LinkedIn App,Unknown,Mobile,iOS,Seattle,United States,75.172.124.35,98168,WA,true,true,Unknown,https://synozur.com/post/welcoming-michelle-boyd-as-executive-director-first-nations-ai-digital-futures-initiative,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
