Date,Session day,Session hour,Browser,Browser version,Device type,Operating system,City,Country,IP address,Postal code,Region,First page in session,Last page in session,Next page viewed,Page path,Page URL,Previous page viewed,Traffic category,Traffic source,Traffic source URL,UTM campaign content,UTM campaign ID,UTM campaign keywords,UTM campaign medium,UTM campaign name,UTM campaign source,UTM Wix campaign,UTM Wix source,Site member,Visitor type,Page views,Site sessions,Unique visitors,Bounce rate,Avg. session duration,Avg. sessions by day,Avg. views by day,Avg. visitors by day,Avg. pages per session,Avg. time on page,Exit rate
5/15/2026,Friday,12,Edge,148.0.0.0,Desktop,Windows,Bothell,United States,50.47.239.237,98011,WA,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/15/2026,Friday,12,Edge,148.0.3967.55,Mobile,iOS,Bremerton,United States,12.227.142.58,98311,WA,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Referral,aka.synozur.com,https://aka.synozur.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,12,Edge,148.0.0.0,Desktop,Windows,Washougal,United States,50.125.104.210,98671,WA,Not first in session,Yes,Unknown,/careers,https://synozur.com/careers,/team,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,37s,1,1,1,1,,100%
5/14/2026,Thursday,7,Edge,148.0.0.0,Desktop,Windows,Toronto,Canada,34.99.81.180,M5A,ON,First in session,Yes,Unknown,/post/11-copilot-tips-to-supercharge-your-productivity,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,18,Edge,148.0.3967.55,Mobile,iOS,Bremerton,United States,12.227.142.58,98311,WA,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Referral,aka.synozur.com,https://aka.synozur.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,12,Chrome,145.0.0.0,Desktop,Windows,Kissimmee,United States,68.204.99.15,34758,FL,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,2,1,1,0%,6s,1,2,1,1,,100%
5/14/2026,Thursday,13,Edge,148.0.3967.55,Mobile,iOS,Bremerton,United States,12.227.142.58,98311,WA,First in session,Yes,Unknown,/team/michelle-caldwell,https://synozur.com/team/michelle-caldwell,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,Returning,2,1,1,0%,5s,1,2,1,1,,100%
5/14/2026,Thursday,7,Chrome,142.0.0.0,Desktop,Mac OS,Brandenburg,Germany,185.220.101.10,14621,BB,Not first in session,No,/insights,/models,https://synozur.com/models,/case-studies,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 15s",1,1,1,1,10s,0%
5/14/2026,Thursday,15,Safari,18.5,Mobile,iOS,Denver,United States,172.59.225.119,80247,CO,Not first in session,No,/team,/services-overview/default,https://synozur.com/services-overview/default,/,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,28s,1,1,1,1,4s,0%
5/14/2026,Thursday,17,Chrome,147.0.0.0,Desktop,Mac OS,Parker,United States,76.120.40.133,80134,CO,Not first in session,No,/,/team,https://synozur.com/team,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,28s,1,1,1,1,19s,0%
5/14/2026,Thursday,19,Edge,148.0.3967.55,Mobile,iOS,Bremerton,United States,12.227.142.58,98311,WA,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Referral,aka.synozur.com,https://aka.synozur.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,18,LinkedIn App,Unknown,Mobile,iOS,Waxhaw,United States,69.132.240.168,28173,NC,First in session,Yes,Unknown,/applications,https://synozur.com/applications,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,10,Edge,148.0.0.0,Desktop,Windows,Broadview Heights,United States,172.4.122.219,44147,OH,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,2,1,1,0%,50s,1,2,1,1,,100%
5/14/2026,Thursday,6,Safari,26.4,Mobile,iOS,Eau Claire,United States,68.112.193.26,54703,WI,First in session,Yes,Unknown,/polaris,https://synozur.com/polaris,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,20,Chrome,147.0.0.0,Desktop,Mac OS,Unknown,Moldova,103.35.190.16,Unknown,Unknown,First in session,Yes,Unknown,/applications,https://synozur.com/applications,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,8,Safari,26.3,Desktop,Mac OS,Hackney,United Kingdom,139.28.111.218,EC2A,HCK,First in session,Yes,Unknown,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,14,Firefox,150.0,Desktop,Windows,Kirkland,United States,50.47.210.134,98034,WA,First in session,No,/,/contact,https://synozur.com/contact,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 32s",1,1,1,1,10s,0%
5/14/2026,Thursday,7,Chrome,142.0.0.0,Desktop,Mac OS,Brandenburg,Germany,185.220.101.137,14621,BB,Not first in session,Yes,Unknown,/,https://synozur.com/,/insights,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 15s",1,1,1,1,,100%
5/14/2026,Thursday,11,Chrome,148.0.0.0,Desktop,Mac OS,Lausanne,Switzerland,178.198.15.137,1018,VD,First in session,Yes,Unknown,/post/back-in-the-intra-zone-mark-kashman-and-the-m365-community-conference,https://synozur.com/post/back-in-the-intra-zone-mark-kashman-and-the-m365-community-conference,Unknown,Direct,Direct,https://synozur.com/post/back-in-the-intra-zone-mark-kashman-and-the-m365-community-conference,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,13,Safari,26.4,Mobile,iOS,Unknown,United States,174.215.112.182,Unknown,WA,First in session,Yes,Unknown,/team/michelle-caldwell,https://synozur.com/team/michelle-caldwell,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,7,Chrome,142.0.0.0,Desktop,Mac OS,Vaxjo,Sweden,31.44.238.25,352 48,G,Not first in session,No,/models,/case-studies,https://synozur.com/case-studies,/event-list,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 15s",1,1,1,1,8s,0%
5/14/2026,Thursday,12,Edge,148.0.0.0,Desktop,Windows,Washougal,United States,50.125.104.210,98671,WA,Not first in session,No,/careers,/team,https://synozur.com/team,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,37s,1,1,1,1,28s,0%
5/14/2026,Thursday,15,Firefox,150.0,Desktop,Windows,Kirkland,United States,50.47.210.134,98034,WA,First in session,Yes,Unknown,/team,https://synozur.com/team,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,16,Edge,148.0.3967.55,Mobile,iOS,Bremerton,United States,12.227.142.58,98311,WA,Not first in session,Yes,Unknown,/applications,https://synozur.com/applications,/apps,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,0%,15s,1,1,1,1,,100%
5/14/2026,Thursday,4,Chrome,148.0.0.0,Mobile,Android,Dallas,United States,166.199.150.85,30132,GA,First in session,Yes,Unknown,/polaris,https://synozur.com/polaris,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,2,1,1,0%,"4m, 28s",1,2,1,1,,100%
5/14/2026,Thursday,4,Edge,148.0.0.0,Desktop,Windows,Manchester,United Kingdom,194.9.113.109,M61,MAN,First in session,Yes,Unknown,/post/11-copilot-tips-to-supercharge-your-productivity,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,17,Edge,148.0.3967.55,Mobile,iOS,Bremerton,United States,12.227.142.58,98311,WA,First in session,Yes,Unknown,/applications,https://synozur.com/applications,Unknown,Direct,Direct,https://synozur.com/apps,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,7,Chrome,142.0.0.0,Desktop,Mac OS,Brandenburg,Germany,185.220.101.4,14621,BB,Not first in session,No,/models/ai-maturity-model,/contact,https://synozur.com/contact,/join,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 15s",1,1,1,1,36s,0%
5/14/2026,Thursday,13,Chrome,148.0.0.0,Desktop,Mac OS,Los Altos,United States,73.162.136.98,94024,CA,First in session,Yes,Unknown,/post/sharepoint-s-next-25-years,https://synozur.com/post/sharepoint-s-next-25-years,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,19,Chrome,148.0.0.0,Mobile,Android,Denver,United States,98.97.106.207,80252,CO,Not first in session,Yes,Unknown,/applications/holidays-and-birthdays-web-part,https://synozur.com/applications/holidays-and-birthdays-web-part,/applications,Referral,com.linkedin.android,android-app://com.linkedin.android/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"6m, 7s",1,1,1,1,,100%
5/14/2026,Thursday,17,Chrome,147.0.0.0,Desktop,Mac OS,Parker,United States,76.120.40.133,80134,CO,First in session,No,/team,/,https://synozur.com/,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,28s,1,1,1,1,9s,0%
5/14/2026,Thursday,7,Chrome,142.0.0.0,Desktop,Mac OS,Vaxjo,Sweden,31.44.238.25,352 48,G,Not first in session,No,/case-studies,/event-list,https://synozur.com/event-list,/models/ai-maturity-model,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 15s",1,1,1,1,4s,0%
5/14/2026,Thursday,20,LinkedIn App,Unknown,Mobile,iOS,Sugar Land,United States,98.197.202.212,77479,TX,First in session,Yes,Unknown,/applications,https://synozur.com/applications,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,7,Chrome,142.0.0.0,Desktop,Mac OS,Brandenburg,Germany,185.220.101.10,14621,BB,Not first in session,No,/,/insights,https://synozur.com/insights,/models,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 15s",1,1,1,1,52s,0%
5/14/2026,Thursday,7,Edge,148.0.0.0,Desktop,Windows,Hoffman,United States,108.53.175.178,08831,NJ,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,14,Firefox,150.0,Desktop,Windows,Kirkland,United States,50.47.210.134,98034,WA,Not first in session,No,/services-overview/default,/,https://synozur.com/,/contact,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 32s",1,1,1,1,44s,0%
5/14/2026,Thursday,14,Firefox,150.0,Desktop,Windows,Kirkland,United States,50.47.210.134,98034,WA,Not first in session,No,/team/chris-mcnulty,/team,https://synozur.com/team,/clients,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 32s",1,1,1,1,"1m, 6s",0%
5/14/2026,Thursday,18,Chrome,148.0.0.0,Mobile,Android,Brooklyn,United States,174.216.210.63,11207,NY,First in session,Yes,Unknown,/applications,https://synozur.com/applications,Unknown,Referral,com.linkedin.android,android-app://com.linkedin.android/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,17,Chrome,147.0.0.0,Desktop,Mac OS,Parker,United States,76.120.40.133,80134,CO,Not first in session,Yes,Unknown,/,https://synozur.com/,/team,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,28s,1,1,1,1,,100%
5/14/2026,Thursday,13,Safari,26.4,Desktop,Mac OS,Los Altos,United States,73.162.136.98,94024,CA,First in session,Yes,Unknown,/post/sharepoint-s-next-25-years,https://synozur.com/post/sharepoint-s-next-25-years,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,2,1,1,0%,"3m, 4s",1,2,1,1,,100%
5/14/2026,Thursday,14,Firefox,150.0,Desktop,Windows,Kirkland,United States,50.47.210.134,98034,WA,Not first in session,No,/clients,/services-overview/default,https://synozur.com/services-overview/default,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 32s",1,1,1,1,16s,0%
5/14/2026,Thursday,7,Chrome,142.0.0.0,Desktop,Mac OS,Vaxjo,Sweden,31.44.238.25,352 48,G,Not first in session,No,/event-list,/models/ai-maturity-model,https://synozur.com/models/ai-maturity-model,/contact,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 15s",1,1,1,1,5s,0%
5/14/2026,Thursday,7,Chrome,142.0.0.0,Desktop,Mac OS,Unknown,Sweden,45.84.107.222,Unknown,Unknown,First in session,No,/contact,/join,https://synozur.com/join,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 15s",1,1,1,1,20s,0%
5/14/2026,Thursday,12,Edge,148.0.0.0,Desktop,Windows,Washougal,United States,50.125.104.210,98671,WA,First in session,No,/team,/,https://synozur.com/,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,37s,1,1,1,1,9s,0%
5/14/2026,Thursday,21,Chrome,148.0.0.0,Mobile,Android,North Bend,United States,174.164.237.204,98045,WA,First in session,Yes,Unknown,/applications,https://synozur.com/applications,Unknown,Referral,com.linkedin.android,android-app://com.linkedin.android/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,14,Firefox,150.0,Desktop,Windows,Kirkland,United States,50.47.210.134,98034,WA,Not first in session,No,/team,/clients,https://synozur.com/clients,/services-overview/default,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 32s",1,1,1,1,16s,0%
5/14/2026,Thursday,14,Firefox,150.0,Desktop,Windows,Kirkland,United States,50.47.210.134,98034,WA,Not first in session,Yes,Unknown,/team/chris-mcnulty,https://synozur.com/team/chris-mcnulty,/team,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"2m, 32s",1,1,1,1,,100%
5/14/2026,Thursday,19,Chrome,148.0.0.0,Mobile,Android,Denver,United States,98.97.106.207,80252,CO,First in session,No,/applications/holidays-and-birthdays-web-part,/applications,https://synozur.com/applications,Unknown,Referral,com.linkedin.android,android-app://com.linkedin.android/,_,_,_,_,_,_,_,_,Not a member,New,2,1,1,0%,"6m, 7s",1,2,1,1,"6m, 7s",0%
5/14/2026,Thursday,2,Chrome,147.0.7727.99,Mobile,iOS,Queens,United States,68.152.95.119,11377,NY,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Referral,en.wikipedia.org,https://en.wikipedia.org/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/14/2026,Thursday,15,Safari,18.5,Mobile,iOS,Denver,United States,172.59.225.119,80247,CO,First in session,No,/services-overview/default,/,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,28s,1,1,1,1,24s,0%
5/14/2026,Thursday,15,Safari,18.5,Mobile,iOS,Denver,United States,172.59.225.119,80247,CO,Not first in session,Yes,Unknown,/team,https://synozur.com/team,/services-overview/default,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,28s,1,1,1,1,,100%
5/14/2026,Thursday,16,Edge,148.0.3967.55,Mobile,iOS,Bremerton,United States,12.227.142.58,98311,WA,First in session,No,/applications,/apps,https://synozur.com/apps,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,0%,15s,1,1,1,1,15s,0%
5/13/2026,Wednesday,17,Edge,147.0.0.0,Mobile,Android,Fargo,United States,208.107.26.167,58103,ND,First in session,Yes,Unknown,/post/m-files-and-microsoft-a-new-era-of-document-management,https://synozur.com/post/m-files-and-microsoft-a-new-era-of-document-management,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,21,Firefox,150.0,Desktop,Mac OS,Adelaide,Australia,203.221.123.222,5000,SA,First in session,Yes,Unknown,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,7,Edge,147.0.0.0,Desktop,Windows,Atlanta,United States,12.54.167.142,30301,GA,First in session,Yes,Unknown,/models/knowledge-management-maturity-model,https://synozur.com/models/knowledge-management-maturity-model?utm_source=chatgpt.com,Unknown,Referral,gbc-word-edit.officeapps.live.com,https://gbc-word-edit.officeapps.live.com/,_,_,_,_,_,chatgpt.com,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,8,Edge,148.0.0.0,Desktop,Windows,Dublin,Ireland,144.2.243.210,D02,L,First in session,Yes,Unknown,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,12,Chrome,148.0.0.0,Desktop,Windows,DeBary,United States,104.188.186.25,32713,FL,Not first in session,Yes,Unknown,/team/michelle-caldwell,https://synozur.com/team/michelle-caldwell,/team/chris-mcnulty,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"1m, 20s",1,1,1,1,,100%
5/13/2026,Wednesday,15,Edge,146.0.0.0,Desktop,Windows,Unknown,United States,136.226.100.196,Unknown,TX,First in session,Yes,Unknown,/post/11-copilot-tips-to-supercharge-your-productivity,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,6,Chrome,148.0.0.0,Desktop,Windows,Ivano-Frankivsk,Ukraine,213.109.224.121,76018,26,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,3,Edge,148.0.0.0,Desktop,Windows,Unknown,United Kingdom,195.70.80.242,SE1,SWK,First in session,Yes,Unknown,/post/11-copilot-tips-to-supercharge-your-productivity,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,12,Chrome,143.0.0.0,Desktop,Windows,Marktoberdorf,Germany,188.195.156.233,87616,BY,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,23,Edge,148.0.0.0,Desktop,Windows,London,United Kingdom,170.85.63.71,SW1E,ENG,First in session,Yes,Unknown,/post/11-copilot-tips-to-supercharge-your-productivity,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Direct,Direct,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,7,Chrome,147.0.0.0,Desktop,Linux,Unknown,United States,66.146.236.46,Unknown,Unknown,First in session,Yes,Unknown,/post/back-in-the-intra-zone-mark-kashman-and-the-m365-community-conference,https://synozur.com/post/back-in-the-intra-zone-mark-kashman-and-the-m365-community-conference,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,22,Edge,148.0.3967.55,Mobile,iOS,Bothell,United States,50.47.248.147,98011,WA,First in session,Yes,Unknown,/solutions/company-os,https://synozur.com/solutions/company-os,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,7,Safari,18.6,Desktop,Mac OS,Austin,United States,104.7.219.117,78738,TX,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,3,Edge,148.0.0.0,Desktop,Windows,Warsaw,Poland,91.216.160.89,02-437,14,First in session,Yes,Unknown,/post/11-copilot-tips-to-supercharge-your-productivity,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,19,Safari,26.3.1,Desktop,Mac OS,Sydney,Australia,203.219.29.22,2000,NSW,First in session,Yes,Unknown,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,7,Chrome,133.0.0.0,Desktop,Windows,Amsterdam,Netherlands,95.214.77.3,1012,NH,First in session,Yes,Unknown,/,https://synozur.com/?utm_source=chatgpt.com,Unknown,AI platforms,ChatGPT,https://chatgpt.com/,_,_,_,_,_,chatgpt.com,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,0,Chrome,147.0.0.0,Desktop,Mac OS,Timișoara,Romania,82.79.1.41,300010,TM,First in session,Yes,Unknown,/team/rob-asen,https://synozur.com/team/rob-asen,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,5,Edge,148.0.0.0,Desktop,Windows,Dublin,Ireland,144.2.243.210,D02,L,First in session,Yes,Unknown,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,5,Edge,148.0.0.0,Desktop,Windows,Paris,France,194.119.24.131,75016,75,First in session,Yes,Unknown,/post/11-copilot-tips-to-supercharge-your-productivity,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,10,Chrome,148.0.0.0,Desktop,Windows,Alliance,United States,199.18.236.102,44601,OH,First in session,Yes,Unknown,/post/introducing-microsoft-copilot-notebooks-a-quick-take,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,9,Edge,148.0.0.0,Desktop,Windows,Unknown,United States,165.225.36.82,Unknown,TX,First in session,Yes,Unknown,/post/11-copilot-tips-to-supercharge-your-productivity,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,4,Chrome,148.0.0.0,Desktop,Windows,Aberdeen,United Kingdom,81.31.126.34,AB16,ABE,First in session,Yes,Unknown,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,6,Edge,147.0.0.0,Desktop,Windows,Stanmore,United Kingdom,90.247.123.84,HA7,HRW,First in session,Yes,Unknown,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,12,Chrome,148.0.0.0,Desktop,Windows,DeBary,United States,104.188.186.25,32713,FL,First in session,No,/about,/team/chris-mcnulty,https://synozur.com/team/chris-mcnulty,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"1m, 20s",1,1,1,1,24s,0%
5/13/2026,Wednesday,18,Safari,26.4,Mobile,iOS,Unknown,United States,107.77.205.129,Unknown,WA,First in session,Yes,Unknown,/,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,12,Chrome,148.0.0.0,Desktop,Windows,DeBary,United States,104.188.186.25,32713,FL,Not first in session,No,/team/chris-mcnulty,/about,https://synozur.com/about,/team/chris-mcnulty,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,0%,"1m, 20s",1,1,1,1,9s,0%
5/13/2026,Wednesday,23,Edge,148.0.3967.55,Mobile,iOS,Bothell,United States,50.47.248.147,98011,WA,First in session,Yes,Unknown,/solutions/company-os,https://synozur.com/solutions/company-os,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,Not a member,Returning,1,1,1,100%,,1,1,1,1,,100%
5/13/2026,Wednesday,8,Chrome,144.0.0.0,Desktop,Mac OS,Hamburg,Germany,104.28.223.199,20038,HH,First in session,Yes,Unknown,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,Not a member,New,1,1,1,100%,,1,1,1,1,,100%
